gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ZNF689	0.3846848233108373	3.577091760260396	1.9128330032917245	0.06254642058716563	0.1511423098223193	-4.574086350326685
ARSA	0.3627658626687653	4.615676271340222	1.9700443389324107	0.05539451726693082	0.1392375494148059	-4.575751515009691
KRBA2	-0.40435594687168086	2.068860967298975	-1.7851911104393954	0.0813928326298387	0.18266250675279164	-4.578362580102175
ARSG	-0.31084896408047635	3.555591909695169	-1.8925704887622394	0.06526250664705634	0.15583528957861395	-4.578741191877657
SEC61B	0.15280951376202	7.979125956283362	2.172350579424713	0.03547426160805732	0.10126814059167308	-4.578768897931339
SPTSSA	-0.34453630216845443	3.2071758091373974	-1.8641043217031117	0.06924796802703653	0.16298260492156683	-4.57909030632451
CNTROB	-0.4052880653740676	2.0720254239922924	-1.7809346289056645	0.08209593008905862	0.18373851019932166	-4.579431727273857
C4orf46	0.4135288047981702	2.2410716458846194	1.7825722946109874	0.08182481443754207	0.1832987804378508	-4.580147070479574
RAPGEF2	0.4132421910688646	2.5122871327067604	1.815918960497446	0.0764658516995212	0.17512801614464837	-4.580365909288144
PLEK	-0.6512180388635977	4.68994277903707	-2.0027152542644164	0.051635787132742535	0.1326407785054733	-4.580953815604561
C18orf32	0.21688264727883322	5.2541877104754775	2.013855718037782	0.05040562737244922	0.13038301734880753	-4.5827200240117385
DNAJB2	-0.27225852863663746	3.841561839640534	-1.923741281402957	0.061124723333837054	0.1488432616634886	-4.583026943201406
CHST12	-0.39886853754875773	4.825129167393507	-1.996922311100949	0.0522856813228657	0.13374901875868717	-4.5836917081678195
RBM6	-0.23832826260058226	5.683891254338064	-2.0461066638659857	0.046986750930511974	0.12383977847878162	-4.583836470603916
PCBD1	-0.28218633719312614	4.085794430597001	-1.9354528665100805	0.059629273919500014	0.14617177204956486	-4.584164133026427
NSG1	-0.5180201464680092	4.783079154347503	-1.9942462535050618	0.05258828504963579	0.13421011276762077	-4.585726342434075
REL	0.273055499131309	7.072814653688227	2.1020275697201773	0.041536078034859064	0.11343032931232155	-4.587503018975982
CCDC71	0.38391396777521836	3.492217196041716	1.8533358603900325	0.07080869800917387	0.16537181182694127	-4.587890607542231
GBAS	0.2106437747929384	5.416688155988128	2.02228424191831	0.04949190295628928	0.1287738601995835	-4.588352047402278
PDAP1	-0.19644101436019845	6.2849792626723655	-2.0838986341458967	0.04323911500118025	0.11713674204539262	-4.589697028677544
STAT4	0.1983732852996445	6.353814203012897	2.0769082369426615	0.04391194130681465	0.11845987453920893	-4.5907460856699345
HDGFRP2	-0.3654672214338923	2.945760699911084	-1.8397780031779511	0.07281610005068818	0.16861682008437293	-4.593125521646594
FABP5	0.4850395016774649	3.97444408120319	1.9044968884679465	0.06365188827272687	0.15306058714883625	-4.5943353878048825
ALDH3A2	-0.41360490705957176	3.2784983457531114	-1.859517939506898	0.06990908345414115	0.16389425459905216	-4.59474258452333
KIAA1033	-0.25142427564624903	5.144774677770497	-2.009501135348012	0.05088341164375005	0.13127554445396544	-4.59534094212453
ZNF236	0.26269904819326584	4.485499600317875	1.9560801362569056	0.0570717647660716	0.14243291293117918	-4.595382357587487
PPP1R13B	-0.40051340237270416	2.039049575489263	-1.7712157942889615	0.08372045050962588	0.18643980624712198	-4.596167689260723
USP46-AS1	0.5776284996962555	0.9786955171446231	1.7120453211941145	0.0942022093456991	0.20368661730195958	-4.59624654778478
PRC1	0.4559060098292127	2.5024757919516007	1.7971887334179053	0.07943821941157578	0.17981700301363443	-4.59637723454008
OSM	0.49281687821234144	3.9538595882430045	1.9257357851176655	0.06086779518193157	0.1483633627970506	-4.596499943657868
PDCD1	0.44804953443477036	3.496483298293273	1.8537356559518854	0.07075022394321319	0.16535479532890393	-4.597269461237609
DNAJC10	-0.2815744262017512	4.620419585118047	-1.9700932258861625	0.055388720952648685	0.1392375494148059	-4.59948598240949
PPP1R15B	0.29346854636019515	5.619558939121671	2.0296642220416277	0.04870369911326941	0.12740783925157	-4.599521334587554
LINC00115	0.3501721662369657	2.3820491227511833	1.784124909076549	0.08156847399577556	0.18284963944785562	-4.59980124895738
L3MBTL2	-0.36124978993245493	3.573992907402483	-1.8827025572066571	0.06662132896443575	0.15845552407207078	-4.5999644545565905
ZNF814	0.38073853512591604	1.9302980251483326	1.7559175338755062	0.08633214097743497	0.1904853146498975	-4.6007669134307
RP11-277L2.3	0.32020301495245107	6.32812827250068	2.0715462576940364	0.04443421877205606	0.11937101312294303	-4.600929297703761
CRADD	-0.39541817357873743	3.035057107553978	-1.847471278317337	0.07167117858224115	0.16675177338070932	-4.601207039011028
FBXO18	-0.32328657966624785	3.327475815578793	-1.8614373102095785	0.0696317609714748	0.1635556324248642	-4.601317655834578
SGK1	0.5171254296849699	5.1513216948967955	1.993948483734964	0.0526220498687017	0.13422800768298576	-4.6027533112568895
ERAP1	-0.2662399875542292	5.041405034944423	-1.9949027026345212	0.052513914972554525	0.13412485355574705	-4.603258037855465
LSM1	0.19989726121195606	5.4589195714364385	2.018080642446548	0.049945795133266135	0.12951176189980487	-4.603778603833366
C1orf216	-0.4086312431041894	2.4969055342349247	-1.7878306346730246	0.08095937600455859	0.18198259736676867	-4.605054913342551
FBLN7	-0.33151387005463384	4.433666479215304	-1.9573061462354848	0.05692277597027877	0.14216944529774939	-4.605245418991622
SUGP1	-0.3314600016939546	3.650347740363166	-1.889424999786139	0.06569305041488707	0.1566844968526702	-4.605321516949509
ARHGEF9	-0.2708658840174216	4.371028759958064	-1.938306417869491	0.05926970295106537	0.14562438521468615	-4.607837013453426
GYS1	-0.31532753227545696	2.9114636995290395	-1.8114885995851533	0.07716030888384744	0.1760617222220751	-4.611673557148265
CUTA	-0.13009997362003567	7.925119412254479	-2.152731355660018	0.037081506540936025	0.10476032175772636	-4.611708085281064
DDX42	-0.2979736514583031	4.887124942191257	-1.9791151826301807	0.05432795041153172	0.13743586322237344	-4.612162672030683
PPM1A	0.2893970473110681	5.2066876412143515	1.999158777111594	0.0520339436352604	0.13333797596922592	-4.612484660464402
PRKRA	-0.2377032162511572	5.061694151731933	-1.9853872529639753	0.05360088581967989	0.13601692105572605	-4.614392405054318
MGRN1	-0.20776548401195782	4.800498291243054	-1.9679005600082755	0.055649211153535966	0.139770442639014	-4.615010147862979
RP11-345P4.9	0.3932309973687764	3.2771714855585263	1.8451245615603844	0.07201878955173949	0.16742724362544806	-4.615060375970659
TMEM156	0.532485682419237	5.034716347731862	1.9769660851315263	0.05457902855993902	0.1379289419974996	-4.615170333973755
ING3	0.3123260482257546	4.7397646624794145	1.9621240634970347	0.0563405283935968	0.14096612593232333	-4.6152453639180635
URB2	0.3403952715426559	2.1394571813920797	1.7636514980911575	0.08500341554121	0.18835744436302865	-4.615266850615825
BSG	-0.20532963052340936	6.930133697565467	-2.1106592617714948	0.04074608702121545	0.11180134436016743	-4.615435072639878
TIMM13	-0.30641105768464616	5.10265706984056	-1.9906448300759612	0.05299791980894578	0.1349050443854041	-4.6161025164738625
TLE1	0.6822365245059276	2.1195395217328716	1.755496648217967	0.08640494653964736	0.19060314167054931	-4.617714241569258
RBMX	0.16029447993837742	7.498693556128239	2.1194428134510366	0.03995576561410837	0.11027970936425584	-4.6179639752459405
PTCD3	0.24611724470143415	4.792162205535237	1.9672642403083225	0.055725003970785836	0.13992502914238988	-4.618826788078402
ECD	0.272341072713405	5.208429973069789	1.9903136997880526	0.05303572161941459	0.1349662936444325	-4.619133454306825
DDX39A	0.20146714399954302	6.341873768842512	2.0647643359566583	0.045102572514655964	0.12054222888584795	-4.620800390742756
CTNNAL1	0.4648668664980815	2.2719103793763513	1.7586769562818252	0.0858560811634412	0.1897536896731832	-4.620993688552119
PLEKHA1	-0.24118320020533446	5.296345787143006	-2.007145358633626	0.05114352082834592	0.1317552596634781	-4.621021049540467
RNF144A	-0.30329822623223457	3.876225291453832	-1.8983358111071216	0.06447962426691459	0.1545535664280958	-4.621232316407396
ANKRD26	-0.2952213177321181	3.9863176919813745	-1.9097905863822346	0.06294796099557641	0.1516649057786478	-4.621772747704419
TRAPPC10	0.2787261886389105	4.722973112430394	1.9618516016139051	0.0563733180430405	0.14097635008574003	-4.623383633829251
ATP6V1E1	0.3401098918826788	5.084569713018623	1.9838674845894964	0.053776282196516874	0.136370063408016	-4.623805242447915
PLBD1	0.35440707050275044	2.6302696553847214	1.7876156596562576	0.08099460596466318	0.18202013598510325	-4.625794510206888
SPATA2	0.37826887656837105	3.4757244647416363	1.8696226902989839	0.06845956483732817	0.16180902439775613	-4.626151210548063
BCKDHB	-0.32254279749321046	3.77047943907093	-1.8828560732270125	0.06660000629436912	0.15844317312414333	-4.626557185034385
STRIP1	-0.22863744108140915	3.597284205784518	-1.8688074040471825	0.06857556066867462	0.16199627729000288	-4.627206795756933
VNN2	-0.37192928002030134	2.321953685127209	-1.7650454140346492	0.08476576614175241	0.18804293604571679	-4.628543592559813
KDM3A	0.1992145430386314	5.141478033403833	1.9890630370790172	0.05317870772267856	0.13519007400617794	-4.628595889892374
RRP7A	0.2820434662224356	5.526330518996948	2.009272041902758	0.05090865615456346	0.13128793105966838	-4.628671696300197
HSD17B10	-0.22676441049058838	5.248445038460889	-1.9917590958965332	0.05287088647879744	0.13468638949201953	-4.628936463963277
CARS	-0.3030133575027518	4.2235610573201985	-1.9269022958001916	0.06071795736244247	0.1480716224357677	-4.6291602976603325
TRIP11	-0.22171425958470703	5.198671608810632	-1.9891338466715889	0.053170603286895025	0.13519007400617794	-4.63034517935641
WSB2	0.3965779088732333	2.172569259954267	1.7460766613737704	0.08804791562904431	0.19309994981560666	-4.6305297351027335
TSPO	-0.16704053185432954	7.696161922848348	-2.1298797239484153	0.03903421409691847	0.10871366177318689	-4.633321533803114
ZNF280C	0.3335664663706286	2.301541692243847	1.7735761846414	0.08332344850875072	0.18585064366518125	-4.633952996876272
MFAP1	0.2751236319192456	4.116297575820649	1.9110251691963676	0.06278475454417724	0.15145493580084463	-4.634250118249456
DSEL	0.6710248835786992	2.6519549530726243	1.7786017633629274	0.08248343863102663	0.18452170750912653	-4.634556835693028
GRPEL2	0.35961157496617524	3.542840478937764	1.8506119436867574	0.07120819122545523	0.1660284980791946	-4.634968622929476
ZNF746	0.2897521229235993	3.4985125124667453	1.858469799993645	0.07006092103664226	0.16409356875129635	-4.635948855471407
PLD6	0.42529787510568173	3.2793535282165216	1.8230183330339058	0.07536403696039942	0.17310603615330294	-4.636072702460245
MAPK9	0.2926200371786791	2.4346304538662125	1.7742367206926253	0.083212633942239	0.18568780172980776	-4.636258883769022
CUL2	0.2618528880606217	4.902505306817182	1.9684719343247299	0.0555812298655518	0.13963540178243358	-4.638519766143375
ZNF510	0.4087818870490447	2.3368004290756152	1.7493076657212872	0.0874814702169982	0.19224395569162714	-4.638924692979922
EIF2A	0.19015693769119135	6.728801317571965	2.0678461856571855	0.04479777778083644	0.11996962135800338	-4.640774683594326
AFMID	0.4267101067597592	1.2938954026434464	1.6904990803871567	0.09828031231266209	0.21023682662179433	-4.641297918018977
SYT11	-0.3546070865778943	4.046368414174111	-1.898120521501694	0.06450871386781862	0.1545535664280958	-4.642539304269203
USP24	0.26524358789309854	3.6140553360699554	1.8656581407259083	0.06902519824672157	0.16267622897733827	-4.643721166196382
MLXIP	-0.27633011006687713	3.8038673146224027	-1.882179567334644	0.06669401356380125	0.15854357039998493	-4.643917618128617
RPS21	-0.17529011501085456	11.569542463586146	-2.2849311420206013	0.02738874527143962	0.08339728605125586	-4.645271436450126
COASY	-0.24277731791557855	4.600121357513689	-1.9336903681521038	0.059852298175952993	0.14650613630261308	-4.645407592670502
CITED4	-0.4821512066465008	2.7015109323436524	-1.7889527827086131	0.08077568823811304	0.1817360479988512	-4.646314453984599
WNK1	-0.22803864468665047	5.946222949035857	-2.0278040848215526	0.048901331620362594	0.12765099835261515	-4.646764772534422
MRPL38	0.30211059755520164	4.372988887784627	1.9086964366286792	0.06309290625785136	0.1519395974922466	-4.647198914697183
RP11-182J1.1	0.4286580695438502	1.6205149520242497	1.7092971878176055	0.09471440940691116	0.2044790425503491	-4.647346400356385
BTN2A2	0.40999161363902514	2.0219076347482674	1.7307616181346397	0.09077470156927836	0.19775557629519216	-4.647622642530291
SP100	0.28970487522753974	7.690655003779706	2.1216157391545845	0.03976234145131694	0.11011597407259417	-4.648617631245365
ANAPC15	0.20029343646882936	5.745187306877356	2.0113726917439494	0.05067758545418999	0.1308982177008962	-4.64874140638465
HIPK1	0.26188769223367014	4.592172742701967	1.9422211507140372	0.05877944725145296	0.14503655120598405	-4.649589661057492
SLC48A1	-0.3547857030788424	2.5948103871488084	-1.7664239872330756	0.08453128021758147	0.18769380910936567	-4.649721700979471
BAD	-0.20612396993865456	5.130702729085878	-1.9722485966302565	0.055133687741869594	0.13887156002889647	-4.651451823601462
COQ9	-0.3144658221492733	3.0828054034089525	-1.800557284688013	0.07889658495769264	0.1790254456085504	-4.651522296901174
LIME1	-0.2075225980916544	7.431425974719634	-2.112173272926258	0.04060888913527324	0.11161195242747315	-4.652045937060793
NARS2	-0.33480413465451475	3.3017807086271485	-1.8357681098001424	0.07341897754256951	0.16953329017410915	-4.652642610290757
LAMTOR5	0.17828096015762984	6.304403570152479	2.0451326514777968	0.04708697003284788	0.1240041036548699	-4.653037549132968
PAK4	-0.32054091471205304	2.2795981609295035	-1.7484975790746369	0.08762320426718267	0.19242627666365647	-4.653094768801629
MAPKAPK5-AS1	0.23670969064563963	5.929562577057477	2.0191494314873975	0.049830049120330934	0.1293211552203463	-4.653445949237442
ZNF180	0.3554912085201942	2.887449143605676	1.77816651715891	0.08255590639909559	0.1845661045857553	-4.654907285519911
ZSWIM8	-0.3071961988870666	2.330176788238102	-1.7513732853325739	0.08712093289242386	0.19166893876193414	-4.655101454533694
RP11-162A12.2	0.3664352174368246	2.907140992090271	1.7846189957404344	0.08148704075244566	0.1827505025824826	-4.655609025953457
SLC25A42	0.4105649439062269	2.7838046179913216	1.7623487061843195	0.08522603340612288	0.18865417160639955	-4.6561563196256675
C8orf59	-0.18102191373580556	6.72822189714763	-2.0691252500663677	0.044671807607789625	0.11978861448469141	-4.656822348039917
CLCN6	0.30924462799460706	2.5655379331070893	1.7544818131454596	0.08658070575965336	0.19086226945176726	-4.656852996036266
LINS	0.25075177804961335	5.465735263322958	1.9882161269817926	0.053275722766144416	0.13534203339346926	-4.65688658827529
ACAT2	-0.30247127960656783	4.645728913231451	-1.9323168625553722	0.0600265961550914	0.14678647100608982	-4.657169035422077
ZNF414	0.2465507915135241	3.9026829273266155	1.861997757311862	0.06955096077455922	0.16340566555572714	-4.657279967547625
CST3	0.2117352671045163	5.94156272288672	2.0177092810692705	0.049986066846837214	0.1295549167906285	-4.657314872488685
MATN1-AS1	0.41182435328904443	2.782866379642457	1.771466633013059	0.08367818591209901	0.18643980624712198	-4.658395633375403
CDC16	-0.2484195304035568	4.054286301951241	-1.8926114356249648	0.06525691790772034	0.15583528957861395	-4.6594395759201905
PPP1CB	0.2511254413424755	6.529507585916934	2.0386794217695265	0.047755677847419825	0.12536184486777258	-4.659498466644855
MAP4K2	-0.19174052683196496	5.266563572421973	-1.974282940175824	0.054893905591433964	0.1384397521501042	-4.660450171010237
ZZZ3	0.28793812553539144	5.008355609006576	1.9520972990474048	0.05755809281085231	0.14330105768445645	-4.660820421018748
C16orf62	-0.27001602289551174	3.7520865886688415	-1.855715300961084	0.07046128519272715	0.16483477124271467	-4.661056030455895
SRRT	0.18804422179258484	6.0478006846647	2.024425097831082	0.049262119916930046	0.12842749956409102	-4.661681389285844
TFIP11	0.29811739198647746	4.60089356789835	1.934646704502875	0.059731195866687396	0.146246145812181	-4.662030115332417
PLCD1	-0.2600155519374594	4.310286004139192	-1.9025741840042594	0.06390922100346492	0.15341649020455422	-4.662588574029803
FAM210A	-0.2930825817874103	3.5225179383930243	-1.8389201934980846	0.07294471564591326	0.16868846732164497	-4.6635093943235875
UCK1	-0.3522656488811422	3.345033237041816	-1.8290792759760308	0.0744340343107424	0.1712732534632051	-4.665324446924625
RPL7	-0.19820405196500168	10.685470407828097	-2.2497852012966995	0.0297159926779331	0.0884799828306049	-4.665866140889939
CTD-2035E11.3	-0.3276246787405954	3.8500400920874114	-1.8726113141320306	0.0680357821257621	0.16115637516791922	-4.666184845266346
GNB1	-0.19376859334123253	5.141678962848354	-1.962162902870143	0.05633585557656885	0.14096612593232333	-4.669960105880836
CES2	0.26930086104426376	4.105778435700388	1.8803233289320498	0.06695253789240342	0.1590892065111463	-4.670300104205666
COMTD1	-0.25048884662161175	4.900855503954627	-1.9447990151685706	0.05845851977560088	0.14449875182579958	-4.670717213730608
APITD1	-0.4438180661389146	2.0956078186635305	-1.7286837294955633	0.09115002576088467	0.19835327936401642	-4.671541713895827
ATP5H	-0.14935950420039923	7.325223409655895	-2.0969851450278982	0.042003759629455996	0.11442122319471609	-4.671904465545667
PEA15	-0.30039866945801386	4.019263347372747	-1.8774014068944853	0.06736121418411016	0.15982831085278118	-4.672309508105855
CHIC2	0.19374585268954725	6.468599814159026	2.0321300684456864	0.04844278305672713	0.12682661459654335	-4.6725452194998915
ATP13A2	-0.36550348381912023	2.8777466865100805	-1.772086511748858	0.08357381735143858	0.18632446841651867	-4.67270637160489
SPSB2	-0.4039211428775915	1.9032077157835081	-1.7079004811634895	0.09497561365007436	0.20486285746259997	-4.672938106373618
KDELC2	0.3951610762205191	3.1339300448253584	1.7883224630251935	0.08087882396283136	0.18188477284498453	-4.673442722320599
WDR48	0.26602762093065735	5.025800891336109	1.9524903087404895	0.057509945835367796	0.1432353443054812	-4.6741820442404745
HIST1H2BJ	-0.3082981706240693	2.323467453518565	-1.7480559735928043	0.08770054902774521	0.19247950069364825	-4.6742714165935695
RFXAP	-0.3136109654428325	2.9344840670119083	-1.7879725195471199	0.08093613106623565	0.18197198797519634	-4.674653835181551
KIN	0.3213095391380598	4.620104333935799	1.9237368952205063	0.06112528937702463	0.1488432616634886	-4.675724930969485
LRRC45	-0.39100107595890554	2.9651231953708903	-1.7758730707482202	0.08293864478678822	0.18532900540050518	-4.67620518095765
CFP	-0.33768461297446706	3.949373065499767	-1.878342591309461	0.06722934339299018	0.15955395992977592	-4.677116644989469
ELMO2	0.4135936038729704	4.170860833346772	1.8888676112870968	0.0657695962133301	0.1568094037872674	-4.678135791577994
CD68	0.24006106512144454	3.556991905323321	1.8342777104129506	0.07364413062770149	0.16989344649035032	-4.67938099879173
EPOR	-0.32191878276518393	3.2192973992269227	-1.8344590168858366	0.07361670964521339	0.16987008194619005	-4.679620317068864
SPRTN	0.24505053814983135	4.8144417870188745	1.9303171610375773	0.060281137615738	0.14722691839649843	-4.680106816094312
IFT43	-0.2720974717684599	3.532689970360386	-1.8415530769006512	0.07255056486723858	0.1681208300756982	-4.680292153159798
PIGQ	-0.2896583219591826	3.0144260725881544	-1.784347577872527	0.08153176621970441	0.18280907089161297	-4.680747984757929
ENPP4	-0.43166138399601817	3.1757314208148437	-1.8021551082384135	0.07864075836469522	0.17860998136795403	-4.6809102808325775
C11orf83	-0.29115758770122024	4.445328038863827	-1.9021454311557138	0.06396672600637603	0.15344829341273414	-4.681320294207378
WDYHV1	0.36073359701321817	3.1641273163463786	1.7754659833795357	0.08300673633405392	0.1854389745302278	-4.681658395157961
LRP5L	0.39141387669544514	1.6197503488101819	1.6885524410159276	0.09865584478954646	0.21085647592857154	-4.684950986596857
PHLDA1	-0.366479559199274	4.562187386518712	-1.9360604233898466	0.05955256010769512	0.14610009938508722	-4.685667294538628
EMD	-0.17027385048206423	6.936058698972666	-2.064225904043934	0.045156008798463286	0.1206124459710845	-4.687069725460228
GNL1	-0.20271480983033907	5.493004627401073	-1.9799738615886182	0.05422791069296487	0.13725859842683805	-4.687803342987536
LZTR1	-0.30920534601209715	2.9155976141130586	-1.7688155424763736	0.08412578229430824	0.18717272015333858	-4.687972031312164
AGA	-0.2786830311306865	4.224580749814785	-1.8830806554254782	0.06656882334453117	0.15840735264373296	-4.688222014554093
BZW1	0.1774137734562613	7.634725519467334	2.0937814981519276	0.042303287549774686	0.11507257529134964	-4.688323175511068
DUSP5	0.39310277531189053	3.9410825866732457	1.8622589214585723	0.06951333572916134	0.16335633896352916	-4.688325147446199
C11orf71	-0.3377320827084094	3.3987913623808335	-1.8151542809584853	0.07658533665427993	0.17528732695813826	-4.689064977508778
MIF4GD	-0.24211288619856486	4.918820413320716	-1.934987407421356	0.059688103024048034	0.1462283232288492	-4.689453218533462
PPIG	0.18409465523466295	7.113479880566592	2.065496626524373	0.0450299854822413	0.12046163430002363	-4.69080494593142
USP35	0.3598603385632799	2.0094624777709047	1.704768679479009	0.09556347856313901	0.20594998901397862	-4.691246319329804
DNAJC13	-0.3303524569281695	3.045183870394712	-1.7961363066097629	0.07960808131830993	0.17989192150673072	-4.691332023072422
TANK	0.21390986334193762	5.844858347581848	1.9965379519088426	0.052329051017523935	0.13379184491023885	-4.691957199262002
IFNLR1	0.6028314482540964	0.9914986176614192	1.648559312180544	0.10663712583268424	0.22282418358954634	-4.692204581926063
PHKG2	-0.23134802274814792	3.502351356885237	-1.8258993541347857	0.07492074961021655	0.17231246158303845	-4.692437331832702
TIMP1	-0.2390727937680701	7.133000664096012	-2.0706730763794106	0.044519781990323824	0.11948574275709042	-4.692479980952542
IKBKB	-0.2448585402336132	4.644422396045471	-1.9189038658246482	0.06175173677945751	0.1498486438697162	-4.69399419987133
MRPL45	-0.2564304550923717	4.560397359081062	-1.9109352907603856	0.0627966238401398	0.15145493580084463	-4.6954242867983345
UBA52	-0.1845798138208714	10.976752839136307	-2.2456969401201556	0.029997831144617224	0.08905067855351315	-4.695706484483301
PSPH	-0.9126249390625305	2.484585406035299	-1.7325425582108198	0.0904540398181047	0.19731957209265874	-4.697172254945567
CNIH1	-0.1709516544595262	6.180031489456103	-2.01601955772921	0.050169662463197984	0.1299621820611798	-4.697179939513508
ITGAL	-0.30671682556950053	6.064338576856795	-2.0154233822485743	0.05023457901422275	0.13006174740556406	-4.697230554371961
ERGIC1	0.25841542798352624	4.080493675329787	1.8492702375529286	0.07140566992682063	0.16636537409220833	-4.697303226639367
ALG10B	0.37147237136052547	1.4653139733085745	1.670934936223133	0.1021087282015494	0.21616566512442545	-4.697518187610274
DYRK1A	0.24723830229169375	4.31780494357941	1.8906583036942548	0.06552395186503446	0.1563375708453324	-4.698513812174741
BDP1	-0.1778949204138609	6.499403387814381	-2.0308334946070477	0.04857982413549207	0.12711763784841199	-4.699577317359632
SLC46A3	-0.2817939638797702	4.1450602632192535	-1.868602390504742	0.06860475552544151	0.16199627729000288	-4.699897501777712
RP11-1399P15.1	0.6914240180148288	3.2914725776201497	1.786257632778755	0.0812174565005194	0.1823540743324805	-4.699957465039138
ABCB1	-0.5266287321716447	2.6649956522245404	-1.7563847208590384	0.08625138622753997	0.19043698600369222	-4.7006695917785395
HMOX1	0.3579639553938079	2.4334697078794627	1.711648838045776	0.09427596403825549	0.20377884550694744	-4.702178549625456
PDCD11	-0.37885125518096396	3.0619486467757033	-1.7781440283569514	0.08255965219890143	0.1845661045857553	-4.703885545338347
ANKEF1	-0.36242258201394195	2.120436661403827	-1.707938619318786	0.09496847333716792	0.20486285746259997	-4.706070844486544
C7orf50	0.21953720082232042	5.518637315851179	1.9658967668560305	0.055888186791576484	0.14019143484516236	-4.708939389453472
TNRC6A	0.30107888939808536	4.712253925958423	1.9107051060689586	0.06282703066318815	0.15145493580084463	-4.710251368336808
LINC01137	-0.4079836661484828	2.1051845870546133	-1.7024134019423345	0.0960075686897271	0.2064541040366001	-4.711266430904595
LNX2	-0.34862528422829886	2.8189875418917425	-1.7562985227034151	0.08626628109618313	0.19043698600369222	-4.7116607665854495
ATOX1	0.22540564130053653	5.313879730584392	1.9454413461031015	0.05837878867980283	0.14433799174470255	-4.7121425615821595
AMMECR1	-0.3118056896509791	4.172820227562337	-1.8731793947806206	0.0679554822699813	0.16104383651098342	-4.712517694480292
STX5	-0.22656687270102882	4.938621651641513	-1.9288553144198546	0.060467801489071	0.1475732076633293	-4.713449388507633
SLC7A6	-0.2940033786414826	4.826937347429022	-1.9193253541103077	0.061696886131399176	0.1497656548142192	-4.714107214397964
TNIP2	0.29198938634048055	5.401760906433206	1.9494599454367039	0.0578820894315456	0.1436522901682851	-4.715516062740395
SAR1B	0.258513331146089	5.10491639433872	1.9367289860707375	0.05946824134233421	0.14596615060113666	-4.71590155387088
ZMYM2	0.14713026762395387	5.786853502301401	1.9760533565729692	0.05468596511841418	0.13806808324558253	-4.7159555922546765
GSTM3	-0.6580818823103771	2.9881128785461613	-1.7959264903243404	0.07964198224402581	0.17992713697862595	-4.716672642144256
CD300A	-0.5255752430939005	3.7453629945842426	-1.8426227804852018	0.0723909435062097	0.16806812528042964	-4.716759740496029
PDIK1L	0.2995657926304882	3.244333768589806	1.7703018415848655	0.0838745967084611	0.18674074421287704	-4.71694764915477
MYO18A	-0.3348938023497414	3.4709826939359756	-1.802460239436695	0.07859198356268428	0.17855129886122403	-4.718118849855763
TBKBP1	-0.4178370130744673	1.6960959884676667	-1.674586070521803	0.10138506611190905	0.21528437190170396	-4.719094859354885
MRPS10	0.2290164662946621	5.12187955641534	1.931004759131926	0.06019350909928857	0.14715799897518955	-4.722102190393865
BCL2L11	0.33944409466083414	4.110886514919198	1.8386119346349195	0.0729909814002625	0.1687036259517126	-4.723006478543944
SDR42E1	0.39843602756272545	1.3973132508378154	1.649090047323902	0.10652783674245599	0.2226905597618951	-4.723490689437133
USP36	0.3102405125908767	6.3832606201796835	1.9937904110593458	0.05263998172784993	0.13422800768298576	-4.7238230715625695
TRPM7	0.20348698659500641	5.791300927370495	1.9718715826760156	0.055178224452080114	0.13887156002889647	-4.724479665240393
NDUFA9	0.3069615966495296	3.241565710267569	1.7540444986474184	0.08665653635513906	0.19098657316951562	-4.724814390341596
PFN2	-0.3517508916278098	2.632873244961058	-1.7299257536171315	0.09092552678921806	0.19799633111294368	-4.72600224482219
TMEM165	-0.1921557509125229	5.652490789406073	-1.9666497961604301	0.05579827566387408	0.1400374199913733	-4.7261878868607665
CD244	-0.5581795356673029	1.4486472938251957	-1.6585301544538338	0.10459924540116028	0.21973447125226636	-4.726560124694371
RBM23	0.25144299534247594	4.953370876371436	1.9159277889032922	0.06214022124133664	0.15049393324794128	-4.726699949206555
TMEM187	-0.3581518959878296	2.3769274786261563	-1.7057007738823535	0.09538820222156638	0.20561736019803523	-4.727001920085822
ATP6V1B2	-0.31273290391867414	4.0398968621678115	-1.8658144887956296	0.06900281654827811	0.1626738983940831	-4.7272959010666185
RPS19BP1	0.15983480239156123	6.543476051522114	2.0179843760561504	0.049956231888258235	0.12951176189980487	-4.727900460238099
PGAP3	-0.3046823085134549	3.6280131453516593	-1.8052303215160665	0.07815035493976585	0.1777016056882685	-4.728143022866355
ATR	0.26120526823453627	4.726680892012941	1.8962129840638626	0.064766947727951	0.15490765218691566	-4.7283972825403735
CTD-2517O10.6	0.502522637748144	1.296922493544283	1.643676243443913	0.1076469728869493	0.2243615986990246	-4.728455369407236
UBA7	-0.2284874560214325	4.201896005292813	-1.8561511721161499	0.07039780252327053	0.1647254917070239	-4.729687183966932
CCBL1	-0.5091821480106611	1.950471877973951	-1.6697562573867246	0.1023432518023148	0.21637615976616037	-4.72971943208916
GCHFR	0.2226088651386542	5.378985443188167	1.9405283614331055	0.058991011656322194	0.14526666019053722	-4.729724650570376
GPATCH1	-0.35094600117671204	3.048598887216589	-1.7646083252793585	0.08484022564206685	0.1881231459327365	-4.730250448230577
AP1B1	-0.23261572591994373	4.189898767336334	-1.852087470365805	0.07099155166448395	0.16564133301668071	-4.731164056007905
